Exercise ID,Movement Duration,Repetition,Pause,Description FR,Description EN,Description DE,Description ES,Description IT,Description PT,Category FR,Category Sub Level 1 FR,Category Sub Level 2 FR,Category Sub Level 3 FR,Category EN,Category Sub Level 1 EN,Category Sub Level 2 EN,Category Sub Level 3 EN,Category DE,Category Sub Level 1 DE,Category Sub Level 2 DE,Category Sub Level 3 DE,Category ES,Category Sub Level 1 ES,Category Sub Level 2 ES,Category Sub Level 3 ES,Category IT,Category Sub Level 1 IT,Category Sub Level 2 IT,Category Sub Level 3 IT,Category PT,Category Sub Level 1 PT,Category Sub Level 2 PT,Category Sub Level 3 PT
31,12,4,10,"Avec le doigt SEULEMENT, souriez bouche fermée, et pensez à quelque chose de joyeux.","With the finger ONLY, smile with closed mouth, and think about something happy.",Lächelt mit dem Finger NUR mit geschlossenem Mund und denkt an etwas Fröhliches.,"Con el dedo SOLAMENTE, sonríe con la boca cerrada y piensa en algo alegre.","Con il dito SOLOCAMENTE, sorridi con la bocca chiusa e pensa a qualcosa di gioioso.","SOMENTE com o dedo, sorria com a boca fechada e pense em algo feliz.",Mobilisation assistée,Passif assisté,Tiers médian,,Assisted mobilization,Passive Assisted,Median Third,,Unterstützte Mobilisierung,Unterstützt passiv,Mittleres Drittel,,Movilización asistida,Pasivo asistido,tercio medio,,Mobilitazione assistita,Passivo assistito,Terzo medio,,Mobilização assistida,Passivo assistido,Terço médio,
32,12,4,10,"Avec le doigt SEULEMENT, souriez bouche ouverte, et pensez à quelque chose de joyeux.","With the finger ONLY, smile with open mouth, and think about something happy.",Lächelt mit dem Finger NUR mit offenem Mund und denkt an etwas Fröhliches.,"Con el dedo SOLAMENTE, sonríe con la boca abierta y piensa en algo alegre.","Con il dito SOLOCAMENTE, sorridi con la bocca aperta e pensa a qualcosa di gioioso.","SOMENTE com o dedo, sorria com a boca aberta e pense em algo feliz.",Mobilisation assistée,Passif assisté,Tiers médian,,Assisted mobilization,Passive Assisted,Median Third,,Unterstützte Mobilisierung,Unterstützt passiv,Mittleres Drittel,,Movilización asistida,Pasivo asistido,tercio medio,,Mobilitazione assistita,Passivo assistito,Terzo medio,,Mobilização assistida,Passivo assistido,Terço médio,
33,12,4,10,"Avec le doigt SEULEMENT, poussez les lèvres pour envoyer un baiser, et pensez à quelqu’un que vous aimez.","With the finger ONLY, push the lips to send a kiss, and think about someone you love.","Sendet mit dem Finger NUR einen Kuss und denkt an jemanden, den ihr liebt.","Con el dedo SOLAMENTE, empuja los labios para enviar un beso y piensa en alguien que amas.","Con il dito SOLOCAMENTE, spingi le labbra per inviare un bacio e pensa a qualcuno che ami.","SOMENTE com o dedo, empurre os lábios para mandar um beijo e pense em alguém que você ama.",Mobilisation assistée,Passif assisté,Tiers médian,,Assisted mobilization,Passive Assisted,Median Third,,Unterstützte Mobilisierung,Unterstützt passiv,Mittleres Drittel,,Movilización asistida,Pasivo asistido,tercio medio,,Mobilitazione assistita,Passivo assistito,Terzo medio,,Mobilização assistida,Passivo assistido,Terço médio,
34,12,4,10,"Avec le doigt SEULEMENT, étirez les lèvres vers le bas, et pensez à quelque chose de dégoûtant.","With the finger ONLY, stretch the lips down, and think about something disgusting.",Zieht mit dem Finger NUR die Lippen nach unten und denkt an etwas Ekliges.,"Con el dedo SOLAMENTE, estira los labios hacia abajo y piensa en algo asqueroso.","Con il dito SOLOCAMENTE, tira le labbra verso il basso e pensa a qualcosa di disgustoso.","SOMENTE com o dedo, estique os lábios para baixo e pense em algo nojento.",Mobilisation assistée,Passif assisté,Tiers médian,,Assisted mobilization,Passive Assisted,Median Third,,Unterstützte Mobilisierung,Unterstützt passiv,Mittleres Drittel,,Movilización asistida,Pasivo asistido,tercio medio,,Mobilitazione assistita,Passivo assistito,Terzo medio,,Mobilização assistida,Passivo assistido,Terço médio,
35,12,4,10,"Avec votre main SEULEMENT, touchez votre cou vers le bas, et pensez à quelque chose de dégoûtant.","With the finger ONLY, touch you neck down, and think about something disgusting.",Berührt mit der Hand NUR euren Hals nach unten und denkt an etwas Ekliges.,"Con la mano SOLAMENTE, toca tu cuello hacia abajo y piensa en algo asqueroso.","Con la mano SOLOCAMENTE, tocca il collo verso il basso e pensa a qualcosa di disgustoso.","SOMENTE com a mão, toque o pescoço para baixo e pense em algo nojento.",Mobilisation assistée,Passif assisté,Tiers inférieur,,Assisted mobilization,Passive Assisted,Inferior Third,,Unterstützte Mobilisierung,Unterstützt passiv,Unteres Drittel,,Movilización asistida,Pasivo asistido,Tercio inferior,,Mobilitazione assistita,Passivo assistito,Terzo inferiore,,Mobilização assistida,Passivo assistido,Terço inferior,
36,12,4,10,Levez le front doucement et pensez à quelque chose de surprenant. Tenez le mouvement à l’aide doigt.,Slowly rise the forehead and think about something surprising. Hold the movement with the finger.,Denkt an etwas Überraschendes und hebt vorsichtig die Stirn. Haltet die Bewegung mit dem Finger.,Piensa en algo sorprendente y levanta la frente suavemente. Mantén el movimiento con el dedo.,Pensa a qualcosa di sorprendente e solleva delicatamente la fronte. Tieni il movimento con il dito.,Levante suavemente a testa e pense em algo surpreendente. Segure o movimento usando o dedo.,Mobilisation assistée,Actif assisté,Tiers supérieur,,Assisted mobilization,Active Assisted,Superior Third,,Unterstützte Mobilisierung,Aktiv unterstützt,Oberes Drittel,,Movilización asistida,Activo asistido,tercio superior,,Mobilitazione assistita,Assistente attivo,Terzo superiore,,Mobilização assistida,Ativo assistido,Terço superior,
37,12,4,10,Levez les sourcils légèrement et pensez à quelque chose de surprenant Tenez le mouvement à l’aide doigt.,Slowly rise the eyebrows and think about something surprising. Hold the movement with the finger.,Denkt an etwas Überraschendes und hebt leicht die Augenbrauen. Haltet die Bewegung mit dem Finger.,Piensa en algo sorprendente y levanta las cejas ligeramente. Mantén el movimiento con el dedo.,Pensa a qualcosa di sorprendente e solleva leggermente le sopracciglia. Tieni il movimento con il dito.,Levante ligeiramente as sobrancelhas e pense em algo surpreendente. Segure o movimento com o dedo.,Mobilisation assistée,Actif assisté,Tiers supérieur,,Assisted mobilization,Active Assisted,Superior Third,,Unterstützte Mobilisierung,Aktiv unterstützt,Oberes Drittel,,Movilización asistida,Activo asistido,tercio superior,,Mobilitazione assistita,Assistente attivo,Terzo superiore,,Mobilização assistida,Ativo assistido,Terço superior,
38,12,4,10,Froncez les sourcils légèrement et pensez à quelque chose de fâchant. Tenez le mouvement à l’aide doigt.,"Slowly frown the eyebrows, and think about something that makes you feel angry. Hold the movement with the finger.",Denkt an etwas Ärgerliches und runzelt leicht die Stirn. Haltet die Bewegung mit dem Finger.,Piensa en algo que te enfada y frunce ligeramente las cejas. Mantén el movimiento con el dedo.,Pensa a qualcosa che ti fa arrabbiare e frunza leggermente le sopracciglia. Tieni il movimento con il dito.,Franza ligeiramente as sobrancelhas e pense em algo irritado. Segure o movimento usando o dedo.,Mobilisation assistée,Actif assisté,Tiers supérieur,,Assisted mobilization,Active Assisted,Superior Third,,Unterstützte Mobilisierung,Aktiv unterstützt,Oberes Drittel,,Movilización asistida,Activo asistido,tercio superior,,Mobilitazione assistita,Assistente attivo,Terzo superiore,,Mobilização assistida,Ativo assistido,Terço superior,
39,12,4,10,Levez doucement les narines (seulement les narines) et pensez à quelque chose de dégoûtant. Tenez le mouvement à l’aide doigt.,Gently lift your nostrils (only the nostrils) and think about something disgusting you. Hold the movement with the finger.,Denkt an etwas Ekliges und hebt vorsichtig die Nasenlöcher. Nur die Nasenlöcher. Haltet die Bewegung mit dem Finger.,Piensa en algo asqueroso y levanta suavemente las fosas nasales. Solo las fosas nasales. Mantén el movimiento con el dedo.,Pensa a qualcosa di disgustoso e solleva delicatamente le narici. Solo le narici. Tieni il movimento con il dito.,Levante suavemente as narinas (apenas as narinas) e pense em algo nojento. Segure o movimento usando o dedo.,Mobilisation assistée,Actif assisté,Tiers médian,,Assisted mobilization,Active Assisted,Median Third,,Unterstützte Mobilisierung,Aktiv unterstützt,Mittleres Drittel,,Movilización asistida,Activo asistido,tercio medio,,Mobilitazione assistita,Assistente attivo,Terzo medio,,Mobilização assistida,Ativo assistido,Terço médio,
40,12,4,10,Souriez bouche fermée et pensez à quelque chose de joyeux. Tenez le mouvement à l’aide doigt.,Slowly smile with closed mouth and think about something happy. Hold the movement with the finger.,Denkt an etwas Fröhliches und lächelt mit geschlossenem Mund. Haltet die Bewegung mit dem Finger.,Piensa en algo alegre y sonríe con la boca cerrada. Mantén el movimiento con el dedo.,Pensa a qualcosa di gioioso e sorridi con la bocca chiusa. Tieni il movimento con il dito.,Sorria de boca fechada e pense em algo feliz. Segure o movimento usando o dedo.,Mobilisation assistée,Actif assisté,Tiers médian,,Assisted mobilization,Active Assisted,Median Third,,Unterstützte Mobilisierung,Aktiv unterstützt,Mittleres Drittel,,Movilización asistida,Activo asistido,tercio medio,,Mobilitazione assistita,Assistente attivo,Terzo medio,,Mobilização assistida,Ativo assistido,Terço médio,
41,12,4,10,Souriez bouche ouverte et pensez à quelque chose de joyeux. Tenez le mouvement à l’aide doigt.,Slowly smile with open mouth and think about something happy. Hold the movement with the finger.,Denkt an etwas Fröhliches und lächelt mit offenem Mund. Haltet die Bewegung mit dem Finger.,Piensa en algo alegre y sonríe con la boca abierta. Mantén el movimiento con el dedo.,Pensa a qualcosa di gioioso e sorridi con la bocca aperta. Tieni il movimento con il dito.,Sorria de boca aberta e pense em algo feliz. Segure o movimento usando o dedo.,Mobilisation assistée,Actif assisté,Tiers médian,,Assisted mobilization,Active Assisted,Median Third,,Unterstützte Mobilisierung,Aktiv unterstützt,Mittleres Drittel,,Movilización asistida,Activo asistido,tercio medio,,Mobilitazione assistita,Assistente attivo,Terzo medio,,Mobilização assistida,Ativo assistido,Terço médio,
42,12,4,10,Pensez à quelqu’un que vous aimez et envoyez-lui un baiser. Tenez le mouvement à l’aide doigt.,Think about someone you love and send them a kiss. Hold the movement with the finger.,"Denkt an jemanden, den ihr liebt, und schickt ihm/ihr einen Kuss. Haltet die Bewegung mit dem Finger.",Piensa en alguien que amas y envía un beso. Mantén el movimiento con el dedo.,Pensa a qualcuno che ami e invia un bacio a lui/lei. Tieni il movimento con il dito.,Pense em alguém que você ama e mande um beijo para ele. Segure o movimento usando o dedo.,Mobilisation assistée,Actif assisté,Tiers médian,,Assisted mobilization,Active Assisted,Median Third,,Unterstützte Mobilisierung,Aktiv unterstützt,Mittleres Drittel,,Movilización asistida,Activo asistido,tercio medio,,Mobilitazione assistita,Assistente attivo,Terzo medio,,Mobilização assistida,Ativo assistido,Terço médio,
43,12,4,10,Étirez le coin des lèvres vers le bas et pensez à quelque chose de dégoûtant. Tenez le mouvement à l’aide doigt.,Slowly stretch down the corners of your lips and think about something disgusting. Hold the movement with the finger.,Denkt an etwas Ekliges und zieht die Lippen nach unten. Haltet die Bewegung mit dem Finger.,Piensa en algo asqueroso y estira los labios hacia abajo. Mantén el movimiento con el dedo.,Pensa a qualcosa di disgustoso e tira le labbra verso il basso. Tieni il movimento con il dito.,Estique os cantos dos lábios para baixo e pense em algo nojento. Segure o movimento usando o dedo.,Mobilisation assistée,Actif assisté,Tiers inférieur,,Assisted mobilization,Active Assisted,Inferior third,,Unterstützte Mobilisierung,Aktiv unterstützt,Unteres Drittel,,Movilización asistida,Activo asistido,Tercio inferior,,Mobilitazione assistita,Assistente attivo,Terzo inferiore,,Mobilização assistida,Ativo assistido,Terço inferior,
44,12,4,10,"Étirez le coin des lèvres vers le bas en sentant votre cou s’activer doucement, et pensez à quelque chose de dégoûtant. Tenez le mouvement à l’aide doigt.","Slowly stretch down the corners of your lips, feeling a gentle activation in the neck. Hold the movement with the finger.","Denkt an etwas Ekliges und zieht die Lippen nach unten, während ihr euren Hals spürt. Haltet die Bewegung mit dem Finger.",Piensa en algo asqueroso y estira los labios hacia abajo sintiendo tu cuello. Mantén el movimiento con el dedo.,Pensa a qualcosa di disgustoso e tira le labbra verso il basso sentendo il tuo collo. Tieni il movimento con il dito.,"Estique os cantos dos lábios para baixo, sentindo cócegas suaves no pescoço, e pense em algo nojento. Segure o movimento usando o dedo.",Mobilisation assistée,Actif assisté,Tiers inférieur,,Assisted mobilization,Active Assisted,Inferior third,,Unterstützte Mobilisierung,Aktiv unterstützt,Unteres Drittel,,Movilización asistida,Activo asistido,Tercio inferior,,Mobilitazione assistita,Assistente attivo,Terzo inferiore,,Mobilização assistida,Ativo assistido,Terço inferior,
45,12,4,10,Parlez en utilisant des sons précis (sans forcer) et équilibrez l’activité musculaire entre les deux côtés de la bouche.,Talk using precise sounds (without forcing) and balance muscular activity between both sides of the mouth.,Sprecht mit deutlich betonten Lauten (ohne zu forcieren) und balanciert die Muskelaktivität auf beiden Seiten des Mundes.,Habla utilizando sonidos bien marcados (sin forzar) y equilibra la actividad muscular entre ambos lados de la boca.,Parla usando suoni ben marcati (senza forzare) e bilancia l’attività muscolare tra i due lati della bocca.,Fale usando sons precisos (sem esforço) e equilibre a atividade muscular entre os dois lados da boca.,Articulation,Fonctionnel,,,Articulation,Functional,,,Artikulation,Funktional,,,Articulación,Funcional,,,Articolazione,Funzionale,,,Articulação,Funcional,,
45,12,4,10,Parlez en utilisant des sons précis (sans forcer) et équilibrez l’activité musculaire entre les deux côtés de la bouche.,Talk using precise sounds (without forcing) and balance muscular activity between both sides of the mouth.,Sprecht mit deutlich betonten Lauten (ohne zu forcieren) und balanciert die Muskelaktivität auf beiden Seiten des Mundes.,Habla utilizando sonidos bien marcados (sin forzar) y equilibra la actividad muscular entre ambos lados de la boca.,Parla usando suoni ben marcati (senza forzare) e bilancia l’attività muscolare tra i due lati della bocca.,Fale usando sons precisos (sem esforço) e equilibre a atividade muscular entre os dois lados da boca.,AVC,Articulation,Fonctionnel,,CVA,Articulation,Functional,,AVC,Artikulation,Funktional,,CVC-AVC,Articulación,Funcional,,AVC,Articolazione,Funzionale,,AVC,Articulação,Funcional,
46,12,4,10,Mastiquez doucement en sentant l’activité musculaire précisément autour de la bouche.,Chew slowly and feel muscular activity precisely around the mouth.,Kaut sanft und spürt die Muskelaktivität genau um den Mund herum.,Mastica suavemente sintiendo la actividad muscular precisamente alrededor de la boca.,Mastica delicatamente sentendo l’attività muscolare precisamente intorno alla bocca.,"Mastigue suavemente, sentindo a atividade muscular precisamente ao redor da boca.",Déglutition,Fonctionnel,,,Swallowing,Functional,,,Schlucken,Funktional,,,Tragar,Funcional,,,Deglutizione,Funzionale,,,Engolir,Funcional,,
46,12,4,10,Mastiquez doucement en sentant l’activité musculaire précisément autour de la bouche.,Chew slowly and feel muscular activity precisely around the mouth.,Kaut sanft und spürt die Muskelaktivität genau um den Mund herum.,Mastica suavemente sintiendo la actividad muscular precisamente alrededor de la boca.,Mastica delicatamente sentendo l’attività muscolare precisamente intorno alla bocca.,"Mastigue suavemente, sentindo a atividade muscular precisamente ao redor da boca.",Contrôle des syncinésies,Par activité fonctionnelle,Déglutition,,Control of synkinesis,By functional activity,Swallowing,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Schlucken,,Control de las sincinesias,Por actividad funcional,Tragar,,Controllo delle sincinesie,Per attività funzionale,Deglutizione,,Controle de sincinesias,Por atividade funcional,Engolir,
47,12,4,10,Envoyez un bec léger et sentez l’ABSENCE de mouvement près de l’œil. Référez-vous à l’œil du côté sain.,Send a kiss and feel the ABSENCE of movement around the eye. Refer to the healthy eye.,Sendet einen leichten Kuss und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.,Envía un beso ligero y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.,Invia un bacio leggero e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.,Envie um bico leve e sinta a AUSÊNCIA de movimento próximo ao olho. Consulte o olho do lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de l’oeil,,Control of synkinesis,By synkinetic group,Eye synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese des Auges,,Control de las sincinesias,Por grupo sincinético,Sincinesia del ojo,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi dell'occhio,,Controle de sincinesias,Por grupo sincinético,Sincinesia do olho,
47,12,4,10,Envoyez un bec léger et sentez l’ABSENCE de mouvement dans le sourcil. Référez-vous au côté sain.,Send a kiss and feel the ABSENCE of movement in the eyebrow. Refer to the healthy side.,Sendet einen leichten Kuss und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.,Envía un beso ligero y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.,Invia un bacio leggero e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.,Envie um bico leve e sinta a AUSÊNCIA de movimento na sobrancelha. Consulte o lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies du sourcil,,Control of synkinesis,By synkinetic group,Eyebrow synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese der Augenbrauen,,Control de las sincinesias,Por grupo sincinético,Sincinesia de la ceja,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi del sopracciglio,,Controle de sincinesias,Por grupo sincinético,Sincinésia da sobrancelha,
47,12,4,10,Envoyez un bec léger et sentez l’ABSENCE d’étirement dans la joue. Référez-vous au côté sain.,Send a kiss and feel the ABSENCE of stretching in the cheek. Refer to the healthy side,Sendet einen leichten Kuss und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.,Envía un beso ligero y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.,Invia un bacio leggero e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.,Dê um leve beijo e sinta a AUSÊNCIA de estiramento na bochecha. Consulte o lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de la joue,,Control of synkinesis,By synkinetic group,Cheek synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Wangensynkinese,,Control de las sincinesias,Por grupo sincinético,Sincinesia de mejillas,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi delle guance,,Controle de sincinesias,Por grupo sincinético,Sincinesia de bochecha,
48,12,4,10,Fermez doucement les yeux et sentez l’ABSENCE de mouvement dans la joue. Référez-vous à la joue du côté sain.,Gently close the eyes and feel the ABSENCE of movement around the cheek. Refer to the healthy cheek.,Schließt sanft die Augen und spürt die ABWESENHEIT von Bewegung in der Wange. Bezieht euch auf die Wange der gesunden Seite.,Cierra suavemente los ojos y siente la AUSENCIA de movimiento en la mejilla. Refírete a la mejilla del lado sano.,Chiudi delicatamente gli occhi e senti l’ASSENZA di movimento nella guancia. Riferisciti alla guancia del lato sano.,Feche suavemente os olhos e sinta a AUSÊNCIA de movimento na bochecha. Consulte a bochecha do lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de la joue,,Control of synkinesis,By synkinetic group,Cheek synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Wangensynkinese,,Control de las sincinesias,Por grupo sincinético,Sincinesia de mejillas,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi delle guance,,Controle de sincinesias,Por grupo sincinético,Sincinesia de bochecha,
49,12,4,10,Fermez doucement les yeux et sentez l’ABSENCE de mouvement dans le cou Référez-vous au cou du côté sain.,Gently close the eyes and feel the ABSENCE of movement around the neck. Refer to the healthy neck.,Schließt sanft die Augen und spürt die ABWESENHEIT von Bewegung im Hals. Bezieht euch auf den Hals der gesunden Seite.,Cierra suavemente los ojos y siente la AUSENCIA de movimiento en el cuello. Refírete al cuello del lado sano.,Chiudi delicatamente gli occhi e senti l’ASSENZA di movimento nel collo. Riferisciti al collo del lato sano.,Feche suavemente os olhos e sinta a AUSÊNCIA de movimento no pescoço. Consulte o pescoço do lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de la joue,,Control of synkinesis,By synkinetic group,Cheek synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Wangensynkinese,,Control de las sincinesias,Por grupo sincinético,Sincinesia de mejillas,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi delle guance,,Controle de sincinesias,Por grupo sincinético,Sincinesia de bochecha,
50,12,4,10,"Faites un ""O"" et sentez l’ABSENCE de mouvement près de l’œil. Référez-vous à l’œil du côté sain.","Pronounce a ""O"" and feel the ABSENCE of movement around the eye. Refer to the healthy eye.","Macht ein ""O"" und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.","Haz una ""O"" y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.","Fai una ""O"" e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.",Faça um “O” e sinta a AUSÊNCIA de movimento próximo ao olho. Consulte o olho do lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de l’oeil,,Control of synkinesis,By synkinetic group,Eye synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese des Auges,,Control de las sincinesias,Por grupo sincinético,Sincinesia del ojo,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi dell'occhio,,Controle de sincinesias,Por grupo sincinético,Sincinesia do olho,
50,12,4,10,"Faites un ""O"" et sentez l’ABSENCE de mouvement  dans le sourcil. Référez-vous au côté sain.","Pronounce a ""O"" and feel the ABSENCE of movement  in the eyebrow. Refer to the healthy side.","Macht ein ""O"" und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.","Haz una ""O"" y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.","Fai una ""O"" e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.",Faça um “O” e sinta a AUSÊNCIA de movimento na sobrancelha. Consulte o lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies du sourcil,,Control of synkinesis,By synkinetic group,Eyebrow synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese der Augenbrauen,,Control de las sincinesias,Por grupo sincinético,Sincinesia de la ceja,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi del sopracciglio,,Controle de sincinesias,Por grupo sincinético,Sincinésia da sobrancelha,
50,12,4,10,"Faites un ""O"" et sentez l’ABSENCE d’étirement dans la joue. Référez-vous au côté sain.","Pronounce a ""O"" and feel the ABSENCE of stretching in the cheek. Refer to the healthy side","Macht ein ""O"" und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.","Haz una ""O"" y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.","Fai una ""O"" e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.",Faça um “O” e sinta a AUSÊNCIA de alongamento na bochecha. Consulte o lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de la joue,,Control of synkinesis,By synkinetic group,Cheek synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Wangensynkinese,,Control de las sincinesias,Por grupo sincinético,Sincinesia de mejillas,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi delle guance,,Controle de sincinesias,Por grupo sincinético,Sincinesia de bochecha,
51,12,4,10,"Faites un ""CHH"" et sentez l’ABSENCE de mouvement près de l’œil. Référez-vous à l’œil du côté sain.","Pronounce a ""SSHH"" and feel the ABSENCE of movement around the eye. Refer to the healthy eye.","Macht ein ""CHH"" und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.","Haz un ""CHH"" y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.","Fai un ""CHH"" e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.",Faça um som “CHH” e sinta a AUSÊNCIA de movimento próximo ao olho. Consulte o olho do lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de l’oeil,,Control of synkinesis,By synkinetic group,Eye synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese des Auges,,Control de las sincinesias,Por grupo sincinético,Sincinesia del ojo,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi dell'occhio,,Controle de sincinesias,Por grupo sincinético,Sincinesia do olho,
51,12,4,10,"Faites un ""CHH"" et sentez l’ABSENCE de mouvement  dans le sourcil. Référez-vous au côté sain.","Pronounce a ""SSHH"" and feel the ABSENCE of movement  in the eyebrow. Refer to the healthy side.","Macht ein ""CHH"" und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.","Haz un ""CHH"" y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.","Fai un ""CHH"" e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.",Faça um som “CHH” e sinta a AUSÊNCIA de movimento na sobrancelha. Consulte o lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies du sourcil,,Control of synkinesis,By synkinetic group,Eyebrow synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese der Augenbrauen,,Control de las sincinesias,Por grupo sincinético,Sincinesia de la ceja,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi del sopracciglio,,Controle de sincinesias,Por grupo sincinético,Sincinésia da sobrancelha,
51,12,4,10,"Faites un ""CHH"" et sentez l’ABSENCE d’étirement dans la joue. Référez-vous au côté sain.","Pronounce a ""SSHH"" and feel the ABSENCE of stretching in the cheek. Refer to the healthy side.","Macht ein ""CHH"" und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.","Haz un ""CHH"" y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.","Fai un ""CHH"" e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.",Faça um som “CHH” e sinta a AUSÊNCIA de alongamento na bochecha. Consulte o lado saudável.,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de la joue,,Control of synkinesis,By synkinetic group,Cheek synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Wangensynkinese,,Control de las sincinesias,Por grupo sincinético,Sincinesia de mejillas,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi delle guance,,Controle de sincinesias,Por grupo sincinético,Sincinesia de bochecha,
52,12,4,10,Parlez doucement et sentez l’ABSENCE de mouvement près de l’œil. Référez-vous à l’œil du côté sain.,Talk slowly and feel the absence of movement around the eye. Refer to the healthy eye.,Sprecht sanft und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.,Habla suavemente y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.,Parla dolcemente e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.,Fale suavemente e sinta a AUSÊNCIA de movimento próximo ao olho. Consulte o olho do lado saudável.,Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Parole,,Control de las sincinesias,Por actividad funcional,Libertad condicional,,Controllo delle sincinesie,Per attività funzionale,Libertà vigilata,,Controle de sincinesias,Por atividade funcional,Liberdade condicional,
